AttrValPair                                                                                                   Support           Confidence
(line/NN, water/NN)                                                                                           5.8471E-4           0.09091 
(line/NN, water/NN)                                                                                           5.8471E-4           0.09091 
(line/NN, whole/JJ)                                                                                           1.46177E-4          0.02273 
(line/NN, wide/JJ)                                                                                            1.46177E-4          0.02273 
(line/NNS, black/JJ)                                                                                          1.46177E-4          0.03846 
(line/NNS, condensate/NN)                                                                                     1.46177E-4          0.03846 
(line/NNS, control/NN)                                                                                        1.46177E-4          0.03846 
(line/NNS, electrical/JJ)                                                                                     1.46177E-4          0.03846 
(line/NNS, gas/NN)                                                                                            1.46177E-4          0.03846 
(line/NNS, high-voltage/JJ)                                                                                   2.92355E-4          0.07692 
(line/NNS, high-voltage/JJ)                                                                                   2.92355E-4          0.07692 
(line/NNS, little/JJ)                                                                                         1.46177E-4          0.03846 
(line/NNS, low-voltage/JJ)                                                                                    1.46177E-4          0.03846 
(line/NNS, phone/NN)                                                                                          4.38532E-4          0.11538 
(line/NNS, phone/NN)                                                                                          4.38532E-4          0.11538 
(line/NNS, phone/NN)                                                                                          4.38532E-4          0.11538 
(line/NNS, power/NN)                                                                                          4.38532E-4          0.11538 
(line/NNS, power/NN)                                                                                          4.38532E-4          0.11538 
(line/NNS, power/NN)                                                                                          4.38532E-4          0.11538 
(line/NNS, property/NN)                                                                                       1.46177E-4          0.03846 
(line/NNS, refrigerant/NN)                                                                                    2.92355E-4          0.07692 
(line/NNS, refrigerant/NN)                                                                                    2.92355E-4          0.07692 
(line/NNS, service/NN)                                                                                        1.46177E-4          0.03846 
(line/NNS, two/CD)                                                                                            1.46177E-4          0.03846 
(line/NNS, utility/NN)                                                                                        4.38532E-4          0.11538 
(line/NNS, utility/NN)                                                                                        4.38532E-4          0.11538 
(line/NNS, utility/NN)                                                                                        4.38532E-4          0.11538 
(line/NNS, waste/NN)                                                                                          2.92355E-4          0.07692 
(line/NNS, waste/NN)                                                                                          2.92355E-4          0.07692 
(line/NNS, water/NN)                                                                                          1.46177E-4          0.03846 
(link/NN, Amazon/NNP)                                                                                         1.46177E-4          0.5     
(link/NN, useful/JJ)                                                                                          1.46177E-4          0.5     
(list/NN, full/JJ)                                                                                            1.46177E-4          0.33333 
(list/NN, huge/JJ)                                                                                            1.46177E-4          0.33333 
(list/NN, specific/JJ)                                                                                        1.46177E-4          0.33333 
(list/NNS, price/NN)                                                                                          1.46177E-4          1.0     
(Ljosa/NNP, @Vebjorn/NNP)                                                                                     2.92355E-4          1.0     
(Ljosa/NNP, @Vebjorn/NNP)                                                                                     2.92355E-4          1.0     
(load/NN, 4/CD)                                                                                               1.46177E-4          0.08333 
(load/NN, awful/JJ)                                                                                           1.46177E-4          0.08333 
(load/NN, downward/JJ)                                                                                        1.46177E-4          0.08333 
(load/NN, dynamic/JJ)                                                                                         1.46177E-4          0.08333 
(load/NN, live/JJ)                                                                                            1.46177E-4          0.08333 
(load/NN, minimal/JJ)                                                                                         5.8471E-4           0.33333 
(load/NN, minimal/JJ)                                                                                         5.8471E-4           0.33333 
(load/NN, minimal/JJ)                                                                                         5.8471E-4           0.33333 
(load/NN, minimal/JJ)                                                                                         5.8471E-4           0.33333 
(load/NN, power/NN)                                                                                           1.46177E-4          0.08333 
(load/NN, static/JJ)                                                                                          1.46177E-4          0.08333 
(load/NN, wrong/JJ)                                                                                           1.46177E-4          0.08333 
(load/NNS, current/JJ)                                                                                        1.46177E-4          0.5     
(load/NNS, dynamic/JJ)                                                                                        1.46177E-4          0.5     
(loam/NN, new/JJ)                                                                                             1.46177E-4          1.0     
(locality/NN, specific/JJ)                                                                                    1.46177E-4          1.0     
(location/NN, geographical/JJ)                                                                                1.46177E-4          0.25    
(location/NN, humid/JJ)                                                                                       1.46177E-4          0.25    
(location/NN, specific/JJ)                                                                                    1.46177E-4          0.25    
(location/NN, way/NN)                                                                                         1.46177E-4          0.25    
(location/NNS, different/JJ)                                                                                  1.46177E-4          0.5     
(location/NNS, two/CD)                                                                                        1.46177E-4          0.5     
(loft/NN, storage/NN)                                                                                         1.46177E-4          1.0     
(London/NNP, sds/NN)                                                                                          1.46177E-4          1.0     
(Looj/NNP, iRobot/NNP)                                                                                        1.46177E-4          1.0     
(look/NN, adobe/NN)                                                                                           1.46177E-4          0.33333 
(look/NN, blank/JJ)                                                                                           1.46177E-4          0.33333 
(look/NN, good/JJ)                                                                                            1.46177E-4          0.33333 
(loop/NN, return/NN)                                                                                          1.46177E-4          1.0     
(loss/NN, heat/NN)                                                                                            1.46177E-4          0.5     
(loss/NN, pressure/NN)                                                                                        1.46177E-4          0.5     
(loss/NNS, rectifier/NN)                                                                                      1.46177E-4          1.0     
(lot/NN, last/JJ)                                                                                             1.46177E-4          1.0     
(love/NN, fish/NN)                                                                                            1.46177E-4          1.0     
(Lowe/NNP, local/JJ)                                                                                          1.46177E-4          1.0     
(LT./NNP, autocad/NN)                                                                                         1.46177E-4          1.0     
(luck/NN, good/JJ)                                                                                            7.30887E-4          0.71429 
(luck/NN, good/JJ)                                                                                            7.30887E-4          0.71429 
(luck/NN, good/JJ)                                                                                            7.30887E-4          0.71429 
(luck/NN, good/JJ)                                                                                            7.30887E-4          0.71429 
(luck/NN, good/JJ)                                                                                            7.30887E-4          0.71429 
(luck/NN, much/JJ)                                                                                            2.92355E-4          0.28571 
(luck/NN, much/JJ)                                                                                            2.92355E-4          0.28571 
(lumber/NN, dimensional/JJ)                                                                                   4.38532E-4          0.5     
(lumber/NN, dimensional/JJ)                                                                                   4.38532E-4          0.5     
(lumber/NN, dimensional/JJ)                                                                                   4.38532E-4          0.5     
(lumber/NN, full-sized/JJ)                                                                                    1.46177E-4          0.16667 
(lumber/NN, Unmilled/NNP)                                                                                     1.46177E-4          0.16667 
(lumber/NN, untreated/JJ)                                                                                     1.46177E-4          0.16667 
(lump/NNS, larger/JJR)                                                                                        1.46177E-4          1.0     
(m/NN, 0.1/CD)                                                                                                1.46177E-4          0.25    
(m/NN, 0.406/CD)                                                                                              1.46177E-4          0.25    
(m/NN, 0.416/CD)                                                                                              1.46177E-4          0.25    
(m/NN, 2.5/CD)                                                                                                1.46177E-4          0.25    
(machine/NNS, larger/JJR)                                                                                     1.46177E-4          0.5     
(machine/NNS, steam/NN)                                                                                       1.46177E-4          0.5     
(main/NN, ring/NN)                                                                                            2.92355E-4          1.0     
(main/NN, ring/NN)                                                                                            2.92355E-4          1.0     
(main/NNS, ring/NN)                                                                                           2.92355E-4          1.0     
(main/NNS, ring/NN)                                                                                           2.92355E-4          1.0     
(maintenance/NN, additional/JJ)                                                                               1.46177E-4          0.25    
(maintenance/NN, poor/JJ)                                                                                     1.46177E-4          0.25    
(maintenance/NN, pump/NN)                                                                                     1.46177E-4          0.25    
(maintenance/NN, regular/JJ)                                                                                  1.46177E-4          0.25    
(make/NNS, many/JJ)                                                                                           2.92355E-4          1.0     
(make/NNS, many/JJ)                                                                                           2.92355E-4          1.0     
(maker/NN, coffee/NN)                                                                                         1.46177E-4          0.33333 
(maker/NN, ice/NN)                                                                                            2.92355E-4          0.66667 
(maker/NN, ice/NN)                                                                                            2.92355E-4          0.66667 
(mallet/NN, Rubber/NNP)                                                                                       1.46177E-4          1.0     
(management/NN, water/NN)                                                                                     1.46177E-4          1.0     
(manager/NN, landlord/building/NN)                                                                            1.46177E-4          1.0     
(manual/NN, user/NN)                                                                                          1.46177E-4          1.0     
(Manual/NNP, information/NN)                                                                                  1.46177E-4          1.0     
(manufacturer/NN, great/JJ)                                                                                   1.46177E-4          0.25    
(manufacturer/NN, hanger/NN)                                                                                  1.46177E-4          0.25    
(manufacturer/NN, same/JJ)                                                                                    2.92355E-4          0.5     
(manufacturer/NN, same/JJ)                                                                                    2.92355E-4          0.5     
(manufacturer/NNS, form/NN)                                                                                   1.46177E-4          0.5     
(manufacturer/NNS, many/JJ)                                                                                   1.46177E-4          0.5     
(maple/NN, nice/JJ)                                                                                           1.46177E-4          1.0     
(mark/NN, center/NN)                                                                                          1.46177E-4          0.5     
(mark/NN, water/NN)                                                                                           1.46177E-4          0.5     
(mark/NNS, other/JJ)                                                                                          1.46177E-4          1.0     
(market/NN, north-american/JJ)                                                                                1.46177E-4          0.2     
(market/NN, UK/NNP)                                                                                           2.92355E-4          0.4     
(market/NN, UK/NNP)                                                                                           2.92355E-4          0.4     
(market/NN, US/NNP)                                                                                           1.46177E-4          0.2     
(market/NN, USA/NNP)                                                                                          1.46177E-4          0.2     
(mat/NNS, place/NN)                                                                                           1.46177E-4          1.0     
(match/NN, exact/JJ)                                                                                          2.92355E-4          0.66667 
(match/NN, exact/JJ)                                                                                          2.92355E-4          0.66667 
(match/NN, good/JJ)                                                                                           1.46177E-4          0.33333 
(matching/NN, color/NN)                                                                                       1.46177E-4          1.0     
(mate/NN, house/NN)                                                                                           1.46177E-4          1.0     
(material/NN, actual/JJ)                                                                                      1.46177E-4          0.14286 
(material/NN, additional/JJ)                                                                                  1.46177E-4          0.14286 
(material/NN, brittle/JJ)                                                                                     1.46177E-4          0.14286 
(material/NN, good/JJ)                                                                                        1.46177E-4          0.14286 
(material/NN, other/JJ)                                                                                       1.46177E-4          0.14286 
(material/NN, repair/NN)                                                                                      1.46177E-4          0.14286 
(material/NN, solid/JJ)                                                                                       1.46177E-4          0.14286 
(material/NNS, approved/JJ)                                                                                   1.46177E-4          0.5     
(material/NNS, waste/NN)                                                                                      1.46177E-4          0.5     
(McGee/NNP, Jeremy/NNP)                                                                                       1.46177E-4          1.0     
(measure/NN, extreme/JJ)                                                                                      1.46177E-4          0.5     
(measure/NN, other/JJ)                                                                                        1.46177E-4          0.5     
(measure/NN, tape/NN)                                                                                         1.46177E-4          0.5     
(mechanism/NN, flush/JJ)                                                                                      1.46177E-4          1.0     
(member/NNS, family/NN)                                                                                       2.92355E-4          0.5     
(member/NNS, family/NN)                                                                                       2.92355E-4          0.5     
(member/NNS, non-technical/JJ)                                                                                1.46177E-4          0.25    
(member/NNS, other/JJ)                                                                                        1.46177E-4          0.25    
(membrane/NN, waterproof/JJ)                                                                                  1.46177E-4          1.0     
(mesh/NN, nylon/NN)                                                                                           1.46177E-4          1.0     
(mess/NN, big/JJ)                                                                                             1.46177E-4          0.25    
(mess/NN, real/JJ)                                                                                            2.92355E-4          0.5     
(mess/NN, real/JJ)                                                                                            2.92355E-4          0.5     
(mess/NN, total/JJ)                                                                                           1.46177E-4          0.25    
(messier/NN, little/JJ)                                                                                       1.46177E-4          1.0     
(metal/NN, sheet/NN)                                                                                          1.46177E-4          1.0     
(Metal/NNP, Loctite/NNP)                                                                                      1.46177E-4          1.0     
(meter/NN, moisture/NN)                                                                                       1.46177E-4          0.33333 
(meter/NN, one/CD)                                                                                            1.46177E-4          0.33333 
(meter/NN, water/NN)                                                                                          1.46177E-4          0.33333 
(meter/NNS, few/JJ)                                                                                           1.46177E-4          0.33333 
(meter/NNS, moisture/NN)                                                                                      1.46177E-4          0.33333 
(meter/NNS, Moisture/NNP)                                                                                     1.46177E-4          0.33333 
(method/NN, easy/JJ)                                                                                          1.46177E-4          0.14286 
(method/NN, good/JJ)                                                                                          4.38532E-4          0.42857 
(method/NN, good/JJ)                                                                                          4.38532E-4          0.42857 
(method/NN, good/JJ)                                                                                          4.38532E-4          0.42857 
(method/NN, other/JJ)                                                                                         2.92355E-4          0.28571 
(method/NN, other/JJ)                                                                                         2.92355E-4          0.28571 
(method/NN, right/NN)                                                                                         1.46177E-4          0.14286 
(method/NNS, different/JJ)                                                                                    1.46177E-4          0.5     
(method/NNS, true/JJ)                                                                                         1.46177E-4          0.5     
(mill/NNS, different/JJ)                                                                                      1.46177E-4          1.0     
(millimeter/NNS, few/JJ)                                                                                      1.46177E-4          1.0     
(minimum/NN, 5/8/CD)                                                                                          1.46177E-4          1.0     
(minute/NNS, 15/CD)                                                                                           1.46177E-4          0.125   
(minute/NNS, 30/CD)                                                                                           1.46177E-4          0.125   
(minute/NNS, 45/CD)                                                                                           1.46177E-4          0.125   
(minute/NNS, few/JJ)                                                                                          2.92355E-4          0.25    
(minute/NNS, few/JJ)                                                                                          2.92355E-4          0.25    
(minute/NNS, five/CD)                                                                                         1.46177E-4          0.125   
(minute/NNS, several/JJ)                                                                                      1.46177E-4          0.125   
(minute/NNS, two/CD)                                                                                          1.46177E-4          0.125   
(mirror/NN, frameless/JJ)                                                                                     2.92355E-4          1.0     
(mirror/NN, frameless/JJ)                                                                                     2.92355E-4          1.0     
(mite/NNS, dust/NN)                                                                                           1.46177E-4          1.0     
(miter/NN, power/NN)                                                                                          1.46177E-4          0.5     
(miter/NN, someone/NN)                                                                                        1.46177E-4          0.5     
(mix/NN, cement/NN)                                                                                           1.46177E-4          0.5     
(mix/NN, dry/JJ)                                                                                              1.46177E-4          0.5     
(mix/NN, mortar/JJ)                                                                                           1.46177E-4          0.5     
(mixture/NN, bleach/water/NN)                                                                                 2.92355E-4          0.66667 
(mixture/NN, bleach/water/NN)                                                                                 2.92355E-4          0.66667 
(mixture/NN, grout/NN)                                                                                        1.46177E-4          0.33333 
(mm/NN, 1.5/CD)                                                                                               1.46177E-4          0.04    
(mm/NN, 1/CD)                                                                                                 1.46177E-4          0.04    
(mm/NN, 100/CD)                                                                                               1.46177E-4          0.04    
(mm/NN, 114/CD)                                                                                               1.46177E-4          0.04    
(mm/NN, 123/CD)                                                                                               1.46177E-4          0.04    
(mm/NN, 125/CD)                                                                                               1.46177E-4          0.04    
(mm/NN, 140/CD)                                                                                               1.46177E-4          0.04    
(mm/NN, 148/CD)                                                                                               1.46177E-4          0.04    
(mm/NN, 150/CD)                                                                                               1.46177E-4          0.04    
(mm/NN, 159/CD)                                                                                               1.46177E-4          0.04    
(mm/NN, 173/CD)                                                                                               1.46177E-4          0.04    
(mm/NN, 184/CD)                                                                                               1.46177E-4          0.04    
(mm/NN, 198/CD)                                                                                               1.46177E-4          0.04    
(mm/NN, 223/CD)                                                                                               1.46177E-4          0.04    
(mm/NN, 30/CD)                                                                                                1.46177E-4          0.04    
(mm/NN, 36/CD)                                                                                                1.46177E-4          0.04    
(mm/NN, 38/CD)                                                                                                1.46177E-4          0.04    
(mm/NN, 48/CD)                                                                                                1.46177E-4          0.04    
(mm/NN, 61/CD)                                                                                                1.46177E-4          0.04    
(mm/NN, 64/CD)                                                                                                1.46177E-4          0.04    
(mm/NN, 73/CD)                                                                                                1.46177E-4          0.04    
(mm/NN, 89/CD)                                                                                                2.92355E-4          0.08    
(mm/NN, 89/CD)                                                                                                2.92355E-4          0.08    
(mm/NN, 98/CD)                                                                                                2.92355E-4          0.08    
(mm/NN, 98/CD)                                                                                                2.92355E-4          0.08    
(Mobile/NNP, Windows/NNP)                                                                                     1.46177E-4          1.0     
(mode/NN, 2nd/JJ)                                                                                             1.46177E-4          0.33333 
(mode/NN, correct/JJ)                                                                                         1.46177E-4          0.33333 
(mode/NN, self-cleaning/JJ)                                                                                   1.46177E-4          0.33333 
(mode/NNS, several/JJ)                                                                                        1.46177E-4          1.0     
(model/NN, direct-vent/JJ)                                                                                    1.46177E-4          0.33333 
(model/NN, electric/JJ)                                                                                       1.46177E-4          0.33333 
(model/NN, same/JJ)                                                                                           1.46177E-4          0.33333 
(model/NNS, fan-assisted/JJ)                                                                                  1.46177E-4          0.33333 
(model/NNS, newer/JJR)                                                                                        1.46177E-4          0.33333 
(model/NNS, other/JJ)                                                                                         1.46177E-4          0.33333 
(modification/NNS, local/JJ)                                                                                  1.46177E-4          1.0     
(module/NNS, in-line/JJ)                                                                                      1.46177E-4          0.5     
(module/NNS, plug-in/JJ)                                                                                      1.46177E-4          0.5     
(moist/NN, finger/NN)                                                                                         1.46177E-4          1.0     
(moisture/NN, damaging/JJ)                                                                                    1.46177E-4          0.33333 
(moisture/NN, likely/JJ)                                                                                      1.46177E-4          0.33333 
(moisture/NN, measure/NN)                                                                                     1.46177E-4          0.33333 
(mojo/NN, bad/JJ)                                                                                             1.46177E-4          1.0     
(mold/NN, black/JJ)                                                                                           1.46177E-4          0.2     
(mold/NN, chance/NNS)                                                                                         1.46177E-4          0.2     
(mold/NN, nasty/JJ)                                                                                           1.46177E-4          0.2     
(mold/NN, old/JJ)                                                                                             1.46177E-4          0.2     
(mold/NN, toxic/JJ)                                                                                           1.46177E-4          0.2     
(molding/NN, crown/NN)                                                                                        4.38532E-4          0.3     
(molding/NN, crown/NN)                                                                                        4.38532E-4          0.3     
(molding/NN, crown/NN)                                                                                        4.38532E-4          0.3     
(molding/NN, larger/JJR)                                                                                      1.46177E-4          0.1     
(molding/NN, old/JJ)                                                                                          1.46177E-4          0.1     
(molding/NN, original/JJ)                                                                                     2.92355E-4          0.2     
(molding/NN, original/JJ)                                                                                     2.92355E-4          0.2     
(molding/NN, picture/NN)                                                                                      1.46177E-4          0.1     
(molding/NN, shoe/NN)                                                                                         2.92355E-4          0.2     
(molding/NN, shoe/NN)                                                                                         2.92355E-4          0.2     
(money/NN, extra/JJ)                                                                                          1.46177E-4          0.33333 
(money/NN, much/JJ)                                                                                           1.46177E-4          0.33333 
(money/NN, reasonable/JJ)                                                                                     1.46177E-4          0.33333 
(monitor/NN, baby/NN)                                                                                         1.46177E-4          1.0     
(monoxide/NN, carbon/NN)                                                                                      1.46177E-4          1.0     
(month/NN, 6/CD)                                                                                              1.46177E-4          0.33333 
(month/NN, last/JJ)                                                                                           1.46177E-4          0.33333 
(month/NN, other/JJ)                                                                                          1.46177E-4          0.33333 
(month/NNS, 1-2/CD)                                                                                           1.46177E-4          0.06667 
(month/NNS, 3/CD)                                                                                             4.38532E-4          0.2     
(month/NNS, 3/CD)                                                                                             4.38532E-4          0.2     
(month/NNS, 3/CD)                                                                                             4.38532E-4          0.2     
(month/NNS, 4/CD)                                                                                             1.46177E-4          0.06667 
(month/NNS, 6/CD)                                                                                             5.8471E-4           0.26667 
(month/NNS, 6/CD)                                                                                             5.8471E-4           0.26667 
(month/NNS, 6/CD)                                                                                             5.8471E-4           0.26667 
(month/NNS, 6/CD)                                                                                             5.8471E-4           0.26667 
(month/NNS, few/JJ)                                                                                           4.38532E-4          0.2     
(month/NNS, few/JJ)                                                                                           4.38532E-4          0.2     
(month/NNS, few/JJ)                                                                                           4.38532E-4          0.2     
(month/NNS, next/JJ)                                                                                          1.46177E-4          0.06667 
(month/NNS, six/CD)                                                                                           1.46177E-4          0.06667 
(month/NNS, winter/NN)                                                                                        1.46177E-4          0.06667 
(mortar/NN, dry/JJ)                                                                                           2.92355E-4          0.4     
(mortar/NN, dry/JJ)                                                                                           2.92355E-4          0.4     
(mortar/NN, excess/JJ)                                                                                        1.46177E-4          0.2     
(mortar/NN, vertical/JJ)                                                                                      2.92355E-4          0.4     
(mortar/NN, vertical/JJ)                                                                                      2.92355E-4          0.4     
(motor/NN, bottom/JJ)                                                                                         1.46177E-4          0.1     
(motor/NN, dc/NN)                                                                                             1.46177E-4          0.1     
(motor/NN, drill/NN)                                                                                          2.92355E-4          0.2     
(motor/NN, drill/NN)                                                                                          2.92355E-4          0.2     
(motor/NN, enough/JJ)                                                                                         1.46177E-4          0.1     
(motor/NN, fan/NN)                                                                                            2.92355E-4          0.2     
(motor/NN, fan/NN)                                                                                            2.92355E-4          0.2     
(motor/NN, large/JJ)                                                                                          1.46177E-4          0.1     
(motor/NN, original/JJ)                                                                                       1.46177E-4          0.1     
(motor/NN, replacement/NN)                                                                                    1.46177E-4          0.1     
(motor/NNS, electric/JJ)                                                                                      1.46177E-4          0.5     
(motor/NNS, servo/NN)                                                                                         1.46177E-4          0.5     
(move/NNS, specification/NNS)                                                                                 1.46177E-4          0.5     
(move/NNS, water/NN)                                                                                          1.46177E-4          0.5     
(movement/NN, air/NN)                                                                                         1.46177E-4          1.0     
(mud/NN, drywall/NN)                                                                                          2.92355E-4          0.66667 
(mud/NN, drywall/NN)                                                                                          2.92355E-4          0.66667 
(mud/NN, hole/NN)                                                                                             1.46177E-4          0.33333 
(multi-cable/NNS, few/JJ)                                                                                     1.46177E-4          1.0     
(Multimaster/NNP, Fein/NNP)                                                                                   1.46177E-4          1.0     
(multiple/NN, exact/JJ)                                                                                       2.92355E-4          1.0     
(multiple/NN, exact/JJ)                                                                                       2.92355E-4          1.0     
(murder/NN, wood/NN)                                                                                          1.46177E-4          1.0     
(Mutual/NNP, Liberty/NNP)                                                                                     1.46177E-4          1.0     
(nail/NN, 10d/CD)                                                                                             1.46177E-4          0.2     
(nail/NN, galvanized/JJ)                                                                                      1.46177E-4          0.2     
(nail/NN, one/CD)                                                                                             1.46177E-4          0.2     
(nail/NN, toe/NN)                                                                                             1.46177E-4          0.2     
(nail/NN, vertical/JJ)                                                                                        1.46177E-4          0.2     
(nail/NNS, 10d/CD)                                                                                            1.46177E-4          0.05882 
(nail/NNS, 4/CD)                                                                                              1.46177E-4          0.05882 
(nail/NNS, bent/JJ)                                                                                           1.46177E-4          0.05882 
(nail/NNS, common/JJ)                                                                                         1.46177E-4          0.05882 
(nail/NNS, eight/CD)                                                                                          1.46177E-4          0.05882 
(nail/NNS, few/JJ)                                                                                            2.92355E-4          0.11765 
(nail/NNS, few/JJ)                                                                                            2.92355E-4          0.11765 
(nail/NNS, galvanized/JJ)                                                                                     1.46177E-4          0.05882 
(nail/NNS, gutter/NN)                                                                                         1.46177E-4          0.05882 
(nail/NNS, hardened/JJ)                                                                                       1.46177E-4          0.05882 
(nail/NNS, intended/JJ)                                                                                       1.46177E-4          0.05882 
