Object                                                                                    Feature                       Support 
plywood/NN                                                                                                              9.66914E-4
plywood/NN                                                                                                              9.66914E-4
plywood/NN                                                                                                              9.66914E-4
plywood/NN                                                                                                              9.66914E-4
plywood/NN                                                                                                              9.66914E-4
plywood/NN                                                                                                              9.66914E-4
plywood/NN                                                                                                              9.66914E-4
plywood/NN                                                                                                              9.66914E-4
plywood/NN                                                                                                              9.66914E-4
plywood/NN                                                                                                              9.66914E-4
plywood/NN                                                                                                              9.66914E-4
plywood/NN                                                                                                              9.66914E-4
plywood/NN                                                                                case/NNS                      4.20397E-5
plywood/NN                                                                                cheaper/JJR                   4.20397E-5
plywood/NN                                                                                cypress/NN                    4.20397E-5
plywood/NN                                                                                Redwood/NNP                   4.20397E-5
plywood/NN                                                                                regular/JJ                    4.20397E-5
po/NN                                                                                                                   4.20397E-5
pocket/NN                                                                                                               7.56715E-4
pocket/NN                                                                                                               7.56715E-4
pocket/NN                                                                                                               7.56715E-4
pocket/NN                                                                                                               7.56715E-4
pocket/NN                                                                                                               7.56715E-4
pocket/NN                                                                                                               7.56715E-4
pocket/NN                                                                                                               7.56715E-4
pocket/NN                                                                                                               7.56715E-4
pocket/NN                                                                                                               7.56715E-4
pocket/NN                                                                                                               7.56715E-4
pocket/NN                                                                                                               7.56715E-4
pocket/NN                                                                                                               7.56715E-4
pocket/NN                                                                                                               7.56715E-4
pocket/NN                                                                                                               7.56715E-4
pocket/NN                                                                                                               7.56715E-4
pocket/NN                                                                                                               7.56715E-4
pocket/NN                                                                                                               7.56715E-4
pocket/NN                                                                                                               7.56715E-4
pocket/NNS                                                                                                              4.20397E-5
pocket/NNS                                                                                deeper/JJR                    4.20397E-5
pocketbook/NN                                                                                                           4.20397E-5
point/NN                                                                                                                9.24874E-4
point/NN                                                                                                                9.24874E-4
point/NN                                                                                                                9.24874E-4
point/NN                                                                                                                9.24874E-4
point/NN                                                                                                                9.24874E-4
point/NN                                                                                                                9.24874E-4
point/NN                                                                                                                9.24874E-4
point/NN                                                                                                                9.24874E-4
point/NN                                                                                                                9.24874E-4
point/NN                                                                                                                9.24874E-4
point/NN                                                                                                                9.24874E-4
point/NN                                                                                                                9.24874E-4
point/NN                                                                                                                9.24874E-4
point/NN                                                                                                                9.24874E-4
point/NN                                                                                                                9.24874E-4
point/NN                                                                                                                9.24874E-4
point/NN                                                                                                                9.24874E-4
point/NN                                                                                                                9.24874E-4
point/NN                                                                                                                9.24874E-4
point/NN                                                                                                                9.24874E-4
point/NN                                                                                                                9.24874E-4
point/NN                                                                                                                9.24874E-4
point/NN                                                                                  first/JJ                      4.20397E-5
point/NN                                                                                  one/CD                        8.40795E-5
point/NN                                                                                  one/CD                        8.40795E-5
point/NNS                                                                                                               8.40795E-5
point/NNS                                                                                                               8.40795E-5
point/NNS                                                                                 bonus/NN                      4.20397E-5
point/NNS                                                                                 bullet/NN                     4.20397E-5
point/NNS                                                                                 exact/JJ                      4.20397E-5
point/NNS                                                                                 same/JJ                       4.20397E-5
point/NNS                                                                                 tension/NN                    4.20397E-5
poison/NN                                                                                                               8.40795E-5
poison/NN                                                                                                               8.40795E-5
poison/NNS                                                                                                              4.20397E-5
poison/NNS                                                                                commercial/JJ                 4.20397E-5
pole/NN                                                                                                                 4.20397E-5
polisher/NN                                                                                                             4.20397E-5
polystyrene/NN                                                                                                          4.20397E-5
pond/NN                                                                                                                 2.94278E-4
pond/NN                                                                                                                 2.94278E-4
pond/NN                                                                                                                 2.94278E-4
pond/NN                                                                                                                 2.94278E-4
pond/NN                                                                                                                 2.94278E-4
pond/NN                                                                                                                 2.94278E-4
pond/NN                                                                                                                 2.94278E-4
pond/NN                                                                                   small/JJ                      8.40795E-5
pond/NN                                                                                   small/JJ                      8.40795E-5
pond/NNS                                                                                  decorative/JJ                 4.20397E-5
pool/NN                                                                                                                 4.20397E-4
pool/NN                                                                                                                 4.20397E-4
pool/NN                                                                                                                 4.20397E-4
pool/NN                                                                                                                 4.20397E-4
pool/NN                                                                                                                 4.20397E-4
pool/NN                                                                                                                 4.20397E-4
pool/NN                                                                                                                 4.20397E-4
pool/NN                                                                                                                 4.20397E-4
pool/NN                                                                                                                 4.20397E-4
pool/NN                                                                                                                 4.20397E-4
pool/NNS                                                                                  water/NN                      4.20397E-5
pop/NN                                                                                                                  4.20397E-5
popcorn/NN                                                                                                              3.36318E-4
popcorn/NN                                                                                                              3.36318E-4
popcorn/NN                                                                                                              3.36318E-4
popcorn/NN                                                                                                              3.36318E-4
popcorn/NN                                                                                                              3.36318E-4
popcorn/NN                                                                                                              3.36318E-4
popcorn/NN                                                                                                              3.36318E-4
popcorn/NN                                                                                                              3.36318E-4
poplar/NN                                                                                                               4.20397E-5
porcelain/NN                                                                                                            2.10198E-4
porcelain/NN                                                                                                            2.10198E-4
porcelain/NN                                                                                                            2.10198E-4
porcelain/NN                                                                                                            2.10198E-4
porcelain/NN                                                                                                            2.10198E-4
porch/deck/NN                                                                                                           4.20397E-5
porch/NN                                                                                                                2.94278E-4
porch/NN                                                                                                                2.94278E-4
porch/NN                                                                                                                2.94278E-4
porch/NN                                                                                                                2.94278E-4
porch/NN                                                                                                                2.94278E-4
porch/NN                                                                                                                2.94278E-4
porch/NN                                                                                                                2.94278E-4
porch/NN                                                                                  open/JJ                       1.26119E-4
porch/NN                                                                                  open/JJ                       1.26119E-4
porch/NN                                                                                  open/JJ                       1.26119E-4
porch/NN                                                                                  wide/JJ                       4.20397E-5
port/NN                                                                                                                 4.20397E-5
port/NN                                                                                   inspection/NN                 4.20397E-5
port/NNS                                                                                                                8.40795E-5
port/NNS                                                                                                                8.40795E-5
port/NNS                                                                                  lan/NN                        4.20397E-5
port/NNS                                                                                  multiple/JJ                   4.20397E-5
port/NNS                                                                                  wall/NN                       4.20397E-5
portion/NN                                                                                                              4.20397E-5
portion/NN                                                                                drywall/NN                    4.20397E-5
portion/NN                                                                                good/JJ                       4.20397E-5
portion/NN                                                                                one/CD                        4.20397E-5
position/NN                                                                                                             8.40795E-5
position/NN                                                                                                             8.40795E-5
position/NN                                                                               right/JJ                      4.20397E-5
possibility/NN                                                                                                          8.40795E-5
possibility/NN                                                                                                          8.40795E-5
possibility/NNS                                                                                                         4.20397E-5
post/NN                                                                                                                 2.94278E-4
post/NN                                                                                                                 2.94278E-4
post/NN                                                                                                                 2.94278E-4
post/NN                                                                                                                 2.94278E-4
post/NN                                                                                                                 2.94278E-4
post/NN                                                                                                                 2.94278E-4
post/NN                                                                                                                 2.94278E-4
post/NN                                                                                   one/CD                        4.20397E-5
post/NN                                                                                   other/JJ                      4.20397E-5
post/NN                                                                                   place/NN                      4.20397E-5
post/NNS                                                                                  10/CD                         4.20397E-5
post/NNS                                                                                  2/CD                          4.20397E-5
post/NNS                                                                                  3rd/JJ                        4.20397E-5
post/NNS                                                                                  4x4/CD                        4.20397E-5
post/NNS                                                                                  5x5-inch/JJ                   4.20397E-5
post/NNS                                                                                                                4.20397E-4
post/NNS                                                                                                                4.20397E-4
post/NNS                                                                                                                4.20397E-4
post/NNS                                                                                                                4.20397E-4
post/NNS                                                                                                                4.20397E-4
post/NNS                                                                                                                4.20397E-4
post/NNS                                                                                                                4.20397E-4
post/NNS                                                                                                                4.20397E-4
post/NNS                                                                                                                4.20397E-4
post/NNS                                                                                                                4.20397E-4
post/NNS                                                                                  broken/JJ                     4.20397E-5
post/NNS                                                                                  fence/NN                      8.40795E-5
post/NNS                                                                                  fence/NN                      8.40795E-5
post/NNS                                                                                  lamp/NN                       4.20397E-5
post/NNS                                                                                  more/JJR                      8.40795E-5
post/NNS                                                                                  more/JJR                      8.40795E-5
post/NNS                                                                                  new/JJ                        4.20397E-5
post/NNS                                                                                  two/CD                        4.20397E-5
poster/NN                                                                                 previous/JJ                   4.20397E-5
pot/NNS                                                                                   flower/NN                     4.20397E-5
potato/NN                                                                                                               4.20397E-5
potential/NN                                                                                                            4.20397E-5
pothole/NN                                                                                                              1.68159E-4
pothole/NN                                                                                                              1.68159E-4
pothole/NN                                                                                                              1.68159E-4
pothole/NN                                                                                                              1.68159E-4
pothole/NN                                                                                large/JJ                      4.20397E-5
pound/NN                                                                                                                8.40795E-5
pound/NN                                                                                                                8.40795E-5
pound/NNS                                                                                 100-130/CD                    4.20397E-5
pound/NNS                                                                                 110/CD                        4.20397E-5
pound/NNS                                                                                 22/CD                         4.20397E-5
pound/NNS                                                                                 50/CD                         4.20397E-5
pound/NNS                                                                                 few/JJ                        4.20397E-5
pound/NNS                                                                                 two/CD                        4.20397E-5
powder/NN                                                                                                               8.40795E-5
powder/NN                                                                                                               8.40795E-5
powder/NNS                                                                                                              4.20397E-5
power-line/NN                                                                                                           4.20397E-5
power/NN                                                                                                                0.00243   
power/NN                                                                                                                0.00243   
power/NN                                                                                                                0.00243   
power/NN                                                                                                                0.00243   
power/NN                                                                                                                0.00243   
power/NN                                                                                                                0.00243   
power/NN                                                                                                                0.00243   
power/NN                                                                                                                0.00243   
power/NN                                                                                                                0.00243   
power/NN                                                                                                                0.00243   
power/NN                                                                                                                0.00243   
power/NN                                                                                                                0.00243   
power/NN                                                                                                                0.00243   
power/NN                                                                                                                0.00243   
power/NN                                                                                                                0.00243   
power/NN                                                                                                                0.00243   
power/NN                                                                                                                0.00243   
power/NN                                                                                                                0.00243   
power/NN                                                                                                                0.00243   
power/NN                                                                                                                0.00243   
power/NN                                                                                                                0.00243   
power/NN                                                                                                                0.00243   
power/NN                                                                                                                0.00243   
power/NN                                                                                                                0.00243   
power/NN                                                                                                                0.00243   
power/NN                                                                                                                0.00243   
power/NN                                                                                                                0.00243   
power/NN                                                                                                                0.00243   
power/NN                                                                                                                0.00243   
power/NN                                                                                                                0.00243   
power/NN                                                                                                                0.00243   
power/NN                                                                                                                0.00243   
power/NN                                                                                                                0.00243   
power/NN                                                                                                                0.00243   
power/NN                                                                                                                0.00243   
power/NN                                                                                                                0.00243   
power/NN                                                                                                                0.00243   
power/NN                                                                                                                0.00243   
power/NN                                                                                                                0.00243   
power/NN                                                                                                                0.00243   
power/NN                                                                                                                0.00243   
power/NN                                                                                                                0.00243   
power/NN                                                                                                                0.00243   
power/NN                                                                                                                0.00243   
power/NN                                                                                                                0.00243   
power/NN                                                                                                                0.00243   
power/NN                                                                                                                0.00243   
power/NN                                                                                                                0.00243   
power/NN                                                                                                                0.00243   
power/NN                                                                                                                0.00243   
power/NN                                                                                                                0.00243   
power/NN                                                                                                                0.00243   
power/NN                                                                                                                0.00243   
power/NN                                                                                                                0.00243   
power/NN                                                                                                                0.00243   
power/NN                                                                                                                0.00243   
power/NN                                                                                                                0.00243   
power/NN                                                                                                                0.00243   
power/NN                                                                                  adequate/JJ                   4.20397E-5
power/NN                                                                                  choppy/JJ                     4.20397E-5
power/NN                                                                                  electric/JJ                   4.20397E-5
power/NN                                                                                  enough/JJ                     4.20397E-5
power/NN                                                                                  more/JJR                      4.20397E-5
power/NN                                                                                  much/JJ                       4.20397E-5
power/NN                                                                                  solar/JJ                      4.20397E-5
power/NN                                                                                  split-phase/JJ                4.20397E-5
powerline/NN                                                                                                            4.20397E-5
powerline/rf/NN                                                                                                         4.20397E-5
powerline/wireless/NN                                                                     hybrid/NN                     4.20397E-5
powerpoint/NN                                                                                                           4.20397E-5
powertool/NN                                                                                                            4.20397E-5
practice/NN                                                                                                             1.26119E-4
practice/NN                                                                                                             1.26119E-4
practice/NN                                                                                                             1.26119E-4
practice/NN                                                                               standard/JJ                   8.40795E-5
practice/NN                                                                               standard/JJ                   8.40795E-5
prcoess/NN                                                                                time-consuming/JJ             4.20397E-5
precaution/NNS                                                                                                          4.20397E-5
precaution/NNS                                                                            adequate/JJ                   4.20397E-5
precision/NN                                                                                                            4.20397E-5
precursor/NN                                                                                                            4.20397E-5
predator/NNS                                                                                                            4.20397E-5
preference/NN                                                                             personal/JJ                   4.20397E-5
Preferences/NNPS                                                                                                        4.20397E-5
Preferred/NNP                                                                                                           4.20397E-5
premium/NN                                                                                huge/JJ                       4.20397E-5
preparation/NN                                                                            careful/JJ                    4.20397E-5
preparation/NN                                                                            minimal/JJ                    4.20397E-5
presence/NN                                                                                                             4.20397E-5
press/NN                                                                                                                4.20397E-5
press/NNS                                                                                 someone/NN                    4.20397E-5
pressure/NN                                                                                                             0.00134   
pressure/NN                                                                                                             0.00134   
pressure/NN                                                                                                             0.00134   
pressure/NN                                                                                                             0.00134   
pressure/NN                                                                                                             0.00134   
pressure/NN                                                                                                             0.00134   
pressure/NN                                                                                                             0.00134   
pressure/NN                                                                                                             0.00134   
pressure/NN                                                                                                             0.00134   
pressure/NN                                                                                                             0.00134   
pressure/NN                                                                                                             0.00134   
pressure/NN                                                                                                             0.00134   
pressure/NN                                                                                                             0.00134   
pressure/NN                                                                                                             0.00134   
pressure/NN                                                                                                             0.00134   
pressure/NN                                                                                                             0.00134   
pressure/NN                                                                                                             0.00134   
pressure/NN                                                                                                             0.00134   
pressure/NN                                                                                                             0.00134   
pressure/NN                                                                                                             0.00134   
pressure/NN                                                                                                             0.00134   
pressure/NN                                                                                                             0.00134   
pressure/NN                                                                                                             0.00134   
pressure/NN                                                                                                             0.00134   
pressure/NN                                                                                                             0.00134   
pressure/NN                                                                                                             0.00134   
pressure/NN                                                                                                             0.00134   
pressure/NN                                                                                                             0.00134   
pressure/NN                                                                                                             0.00134   
pressure/NN                                                                                                             0.00134   
pressure/NN                                                                                                             0.00134   
pressure/NN                                                                                                             0.00134   
pressure/NN                                                                               CCA/NNP                       4.20397E-5
pressure/NN                                                                               enough/JJ                     8.40795E-5
pressure/NN                                                                               enough/JJ                     8.40795E-5
pressure/NN                                                                               full/JJ                       4.20397E-5
pressure/NN                                                                               good/JJ                       4.20397E-5
pressure/NN                                                                               hydro/NN                      4.20397E-5
pressure/NN                                                                               initial/JJ                    4.20397E-5
pressure/NN                                                                               line/NN                       4.20397E-5
pressure/NN                                                                               low/JJ                        1.26119E-4
pressure/NN                                                                               low/JJ                        1.26119E-4
pressure/NN                                                                               low/JJ                        1.26119E-4
pressure/NN                                                                               much/JJ                       4.20397E-5
pressure/NN                                                                               negative/JJ                   4.20397E-5
pressure/NN                                                                               poor/JJ                       8.40795E-5
pressure/NN                                                                               poor/JJ                       8.40795E-5
pressure/NN                                                                               proper/JJ                     4.20397E-5
pressure/NN                                                                               water/NN                      6.30596E-4
pressure/NN                                                                               water/NN                      6.30596E-4
pressure/NN                                                                               water/NN                      6.30596E-4
pressure/NN                                                                               water/NN                      6.30596E-4
pressure/NN                                                                               water/NN                      6.30596E-4
pressure/NN                                                                               water/NN                      6.30596E-4
pressure/NN                                                                               water/NN                      6.30596E-4
pressure/NN                                                                               water/NN                      6.30596E-4
