Object                                                                                    Feature                       Support 
contractor/NN                                                                                                           0.00142   
contractor/NN                                                                                                           0.00142   
contractor/NN                                                                                                           0.00142   
contractor/NN                                                                                                           0.00142   
contractor/NN                                                                                                           0.00142   
contractor/NN                                                                                                           0.00142   
contractor/NN                                                                                                           0.00142   
contractor/NN                                                                                                           0.00142   
contractor/NN                                                                                                           0.00142   
contractor/NN                                                                                                           0.00142   
contractor/NN                                                                             local/JJ                      8.40795E-5
contractor/NN                                                                             local/JJ                      8.40795E-5
contractor/NN                                                                             plumbing/NN                   4.20397E-5
contractor/NN                                                                             professional/JJ               4.20397E-5
contractor/NNS                                                                                                          4.20397E-4
contractor/NNS                                                                                                          4.20397E-4
contractor/NNS                                                                                                          4.20397E-4
contractor/NNS                                                                                                          4.20397E-4
contractor/NNS                                                                                                          4.20397E-4
contractor/NNS                                                                                                          4.20397E-4
contractor/NNS                                                                                                          4.20397E-4
contractor/NNS                                                                                                          4.20397E-4
contractor/NNS                                                                                                          4.20397E-4
contractor/NNS                                                                                                          4.20397E-4
contractor/NNS                                                                            hvac/NNS                      4.20397E-5
contractor/NNS                                                                            licensed/JJ                   4.20397E-5
contraption/NN                                                                                                          4.20397E-5
contraption/NNS                                                                                                         4.20397E-5
contrast/NN                                                                                                             4.20397E-5
control/NN                                                                                                              4.20397E-4
control/NN                                                                                                              4.20397E-4
control/NN                                                                                                              4.20397E-4
control/NN                                                                                                              4.20397E-4
control/NN                                                                                                              4.20397E-4
control/NN                                                                                                              4.20397E-4
control/NN                                                                                                              4.20397E-4
control/NN                                                                                                              4.20397E-4
control/NN                                                                                                              4.20397E-4
control/NN                                                                                                              4.20397E-4
control/NN                                                                                access/NN                     4.20397E-5
control/NN                                                                                advanced/JJ                   4.20397E-5
control/NN                                                                                ant/NN                        1.26119E-4
control/NN                                                                                ant/NN                        1.26119E-4
control/NN                                                                                ant/NN                        1.26119E-4
control/NN                                                                                behavior/NN                   4.20397E-5
control/NN                                                                                electronic/JJ                 4.20397E-5
control/NN                                                                                hvac/NN                       4.20397E-5
control/NN                                                                                light/JJ                      4.20397E-5
control/NN                                                                                lighting/NN                   4.20397E-5
control/NN                                                                                lighting/power/NN             4.20397E-5
control/NN                                                                                more/JJR                      4.20397E-5
control/NN                                                                                mosquito/NN                   4.20397E-5
Control/NNP                                                                                                             8.40795E-5
Control/NNP                                                                                                             8.40795E-5
Control/NNP                                                                               Ant/NNP                       4.20397E-5
control/NNS                                                                                                             1.68159E-4
control/NNS                                                                                                             1.68159E-4
control/NNS                                                                                                             1.68159E-4
control/NNS                                                                                                             1.68159E-4
control/NNS                                                                               automation/NN                 4.20397E-5
controller/NN                                                                                                           4.20397E-5
controller/NNS                                                                            hardware/NN                   4.20397E-5
controller/NNS                                                                            keypad/NN                     4.20397E-5
controller/NNS                                                                            other/NNS                     4.20397E-5
convenience/NN                                                                                                          8.40795E-5
convenience/NN                                                                                                          8.40795E-5
convention/NN                                                                                                           4.20397E-5
conversation/NNS                                                                                                        4.20397E-5
conversation/NNS                                                                          different/JJ                  4.20397E-5
converter/NNS                                                                                                           4.20397E-5
cooker/NNS                                                                                Electric/NNP                  4.20397E-5
cookie/NN                                                                                                               4.20397E-5
cooktop/NN                                                                                                              4.20397E-5
coolant/NN                                                                                                              1.68159E-4
coolant/NN                                                                                                              1.68159E-4
coolant/NN                                                                                                              1.68159E-4
coolant/NN                                                                                                              1.68159E-4
cooler/NNS                                                                                                              4.20397E-5
cooling/NN                                                                                                              3.78357E-4
cooling/NN                                                                                                              3.78357E-4
cooling/NN                                                                                                              3.78357E-4
cooling/NN                                                                                                              3.78357E-4
cooling/NN                                                                                                              3.78357E-4
cooling/NN                                                                                                              3.78357E-4
cooling/NN                                                                                                              3.78357E-4
cooling/NN                                                                                                              3.78357E-4
cooling/NN                                                                                                              3.78357E-4
cooling/NN                                                                                efficient/JJ                  4.20397E-5
cooling/NN                                                                                evaporative/JJ                1.26119E-4
cooling/NN                                                                                evaporative/JJ                1.26119E-4
cooling/NN                                                                                evaporative/JJ                1.26119E-4
cooling/NN                                                                                much/JJ                       8.40795E-5
cooling/NN                                                                                much/JJ                       8.40795E-5
copper/NN                                                                                                               0.00138   
copper/NN                                                                                                               0.00138   
copper/NN                                                                                                               0.00138   
copper/NN                                                                                                               0.00138   
copper/NN                                                                                                               0.00138   
copper/NN                                                                                                               0.00138   
copper/NN                                                                                                               0.00138   
copper/NN                                                                                                               0.00138   
copper/NN                                                                                                               0.00138   
copper/NN                                                                                                               0.00138   
copper/NN                                                                                                               0.00138   
copper/NN                                                                                                               0.00138   
copper/NN                                                                                                               0.00138   
copper/NN                                                                                                               0.00138   
copper/NN                                                                                                               0.00138   
copper/NN                                                                                                               0.00138   
copper/NN                                                                                                               0.00138   
copper/NN                                                                                                               0.00138   
copper/NN                                                                                                               0.00138   
copper/NN                                                                                                               0.00138   
copper/NN                                                                                                               0.00138   
copper/NN                                                                                                               0.00138   
copper/NN                                                                                                               0.00138   
copper/NN                                                                                                               0.00138   
copper/NN                                                                                                               0.00138   
copper/NN                                                                                                               0.00138   
copper/NN                                                                                                               0.00138   
copper/NN                                                                                                               0.00138   
copper/NN                                                                                                               0.00138   
copper/NN                                                                                                               0.00138   
copper/NN                                                                                                               0.00138   
copper/NN                                                                                                               0.00138   
copper/NN                                                                                                               0.00138   
copper/NN                                                                                 hot/JJ                        4.20397E-5
coppice/NN                                                                                                              4.20397E-5
copy/NN                                                                                                                 1.26119E-4
copy/NN                                                                                                                 1.26119E-4
copy/NN                                                                                                                 1.26119E-4
cord/NN                                                                                                                 2.52238E-4
cord/NN                                                                                                                 2.52238E-4
cord/NN                                                                                                                 2.52238E-4
cord/NN                                                                                                                 2.52238E-4
cord/NN                                                                                                                 2.52238E-4
cord/NN                                                                                                                 2.52238E-4
cord/NN                                                                                   extension/NN                  4.20397E-5
cord/NN                                                                                   lamp/NN                       8.40795E-5
cord/NN                                                                                   lamp/NN                       8.40795E-5
cord/NN                                                                                   one/CD                        4.20397E-5
Cordless/NNP                                                                                                            4.20397E-5
cordmate/NN                                                                                                             4.20397E-5
cordmate/NN                                                                               one/CD                        4.20397E-5
CordMate/NNP                                                                                                            1.26119E-4
CordMate/NNP                                                                                                            1.26119E-4
CordMate/NNP                                                                                                            1.26119E-4
CordMates/NNPS                                                                                                          4.20397E-5
core/NN                                                                                                                 4.20397E-5
cork/NN                                                                                                                 3.78357E-4
cork/NN                                                                                                                 3.78357E-4
cork/NN                                                                                                                 3.78357E-4
cork/NN                                                                                                                 3.78357E-4
cork/NN                                                                                                                 3.78357E-4
cork/NN                                                                                                                 3.78357E-4
cork/NN                                                                                                                 3.78357E-4
cork/NN                                                                                                                 3.78357E-4
cork/NN                                                                                                                 3.78357E-4
corner/NN                                                                                                               7.56715E-4
corner/NN                                                                                                               7.56715E-4
corner/NN                                                                                                               7.56715E-4
corner/NN                                                                                                               7.56715E-4
corner/NN                                                                                                               7.56715E-4
corner/NN                                                                                                               7.56715E-4
corner/NN                                                                                                               7.56715E-4
corner/NN                                                                                                               7.56715E-4
corner/NN                                                                                                               7.56715E-4
corner/NN                                                                                                               7.56715E-4
corner/NN                                                                                                               7.56715E-4
corner/NN                                                                                                               7.56715E-4
corner/NN                                                                                                               7.56715E-4
corner/NN                                                                                                               7.56715E-4
corner/NN                                                                                                               7.56715E-4
corner/NN                                                                                                               7.56715E-4
corner/NN                                                                                                               7.56715E-4
corner/NN                                                                                                               7.56715E-4
corner/NN                                                                                 bottom/JJ                     4.20397E-5
corner/NN                                                                                 clean/JJ                      4.20397E-5
corner/NN                                                                                 front/JJ                      4.20397E-5
corner/NN                                                                                 inset/JJ                      4.20397E-5
corner/NN                                                                                 left/JJ                       4.20397E-5
corner/NN                                                                                 new/JJ                        4.20397E-5
corner/NN                                                                                 nice/JJ                       4.20397E-5
corner/NN                                                                                 nipped/JJ                     4.20397E-5
corner/NN                                                                                 one/CD                        4.20397E-5
corner/NN                                                                                 outer/JJ                      4.20397E-5
corner/NN                                                                                 single/JJ                     4.20397E-5
corner/NNS                                                                                                              4.20397E-4
corner/NNS                                                                                                              4.20397E-4
corner/NNS                                                                                                              4.20397E-4
corner/NNS                                                                                                              4.20397E-4
corner/NNS                                                                                                              4.20397E-4
corner/NNS                                                                                                              4.20397E-4
corner/NNS                                                                                                              4.20397E-4
corner/NNS                                                                                                              4.20397E-4
corner/NNS                                                                                                              4.20397E-4
corner/NNS                                                                                                              4.20397E-4
corner/NNS                                                                                inside/JJ                     4.20397E-5
corner/NNS                                                                                seal/NN                       4.20397E-5
cornerstone/NN                                                                                                          4.20397E-5
corrosion/NN                                                                                                            1.26119E-4
corrosion/NN                                                                                                            1.26119E-4
corrosion/NN                                                                                                            1.26119E-4
cost/NN                                                                                   2x/NN                         4.20397E-5
cost/NN                                                                                                                 8.82835E-4
cost/NN                                                                                                                 8.82835E-4
cost/NN                                                                                                                 8.82835E-4
cost/NN                                                                                                                 8.82835E-4
cost/NN                                                                                                                 8.82835E-4
cost/NN                                                                                                                 8.82835E-4
cost/NN                                                                                                                 8.82835E-4
cost/NN                                                                                                                 8.82835E-4
cost/NN                                                                                                                 8.82835E-4
cost/NN                                                                                                                 8.82835E-4
cost/NN                                                                                                                 8.82835E-4
cost/NN                                                                                                                 8.82835E-4
cost/NN                                                                                                                 8.82835E-4
cost/NN                                                                                                                 8.82835E-4
cost/NN                                                                                                                 8.82835E-4
cost/NN                                                                                                                 8.82835E-4
cost/NN                                                                                                                 8.82835E-4
cost/NN                                                                                                                 8.82835E-4
cost/NN                                                                                                                 8.82835E-4
cost/NN                                                                                                                 8.82835E-4
cost/NN                                                                                                                 8.82835E-4
cost/NN                                                                                   electrical/JJ                 4.20397E-5
cost/NN                                                                                   front/JJ                      4.20397E-5
cost/NN                                                                                   installation/NN               4.20397E-5
cost/NN                                                                                   low/JJ                        4.20397E-5
cost/NN                                                                                   more/JJR                      4.20397E-5
cost/NN                                                                                   own/JJ                        4.20397E-5
cost/NN                                                                                   unit/NN                       4.20397E-5
cost/NN                                                                                   upfront/JJ                    4.20397E-5
cost/NNS                                                                                                                1.26119E-4
cost/NNS                                                                                                                1.26119E-4
cost/NNS                                                                                                                1.26119E-4
cost/NNS                                                                                  ac/NN                         4.20397E-5
cost/NNS                                                                                  energy/NN                     4.20397E-5
cost/NNS                                                                                  heating/NN                    4.20397E-5
cost/NNS                                                                                  installation/NN               4.20397E-5
cost/NNS                                                                                  insulation/NN                 4.20397E-5
cost/NNS                                                                                  standby/JJ                    4.20397E-5
cost/NNS                                                                                  water/NN                      4.20397E-5
cotton/NN                                                                                                               8.40795E-5
cotton/NN                                                                                                               8.40795E-5
council/NN                                                                                                              4.20397E-5
council/NN                                                                                local/JJ                      8.40795E-5
council/NN                                                                                local/JJ                      8.40795E-5
counter/NN                                                                                                              1.26119E-4
counter/NN                                                                                                              1.26119E-4
counter/NN                                                                                                              1.26119E-4
counter/NN                                                                                kitchen/NN                    4.20397E-5
counter/NN                                                                                vanity/NN                     4.20397E-5
countertop/NN                                                                             usable/JJ                     4.20397E-5
country/NN                                                                                                              1.68159E-4
country/NN                                                                                                              1.68159E-4
country/NN                                                                                                              1.68159E-4
country/NN                                                                                                              1.68159E-4
country/NN                                                                                metric/JJ                     4.20397E-5
country/NNS                                                                                                             4.20397E-5
country/NNS                                                                               english-speaking/JJ           4.20397E-5
country/NNS                                                                               other/JJ                      4.20397E-5
county/city/NN                                                                                                          4.20397E-5
county/NN                                                                                                               4.20397E-5
County/NNP                                                                                                              4.20397E-5
County/NNP                                                                                Fairfax/NNP                   4.20397E-5
county/NNS                                                                                                              4.20397E-5
couple/NN                                                                                                               0.00159   
couple/NN                                                                                                               0.00159   
couple/NN                                                                                                               0.00159   
couple/NN                                                                                                               0.00159   
couple/NN                                                                                                               0.00159   
couple/NN                                                                                                               0.00159   
couple/NN                                                                                                               0.00159   
couple/NN                                                                                                               0.00159   
couple/NN                                                                                                               0.00159   
couple/NN                                                                                                               0.00159   
couple/NN                                                                                                               0.00159   
couple/NN                                                                                                               0.00159   
couple/NN                                                                                                               0.00159   
couple/NN                                                                                                               0.00159   
couple/NN                                                                                                               0.00159   
couple/NN                                                                                                               0.00159   
couple/NN                                                                                                               0.00159   
couple/NN                                                                                                               0.00159   
couple/NN                                                                                                               0.00159   
couple/NN                                                                                                               0.00159   
couple/NN                                                                                                               0.00159   
couple/NN                                                                                                               0.00159   
couple/NN                                                                                                               0.00159   
couple/NN                                                                                                               0.00159   
couple/NN                                                                                                               0.00159   
couple/NN                                                                                                               0.00159   
couple/NN                                                                                                               0.00159   
couple/NN                                                                                                               0.00159   
couple/NN                                                                                                               0.00159   
couple/NN                                                                                                               0.00159   
couple/NN                                                                                                               0.00159   
couple/NN                                                                                                               0.00159   
couple/NN                                                                                                               0.00159   
couple/NN                                                                                                               0.00159   
couple/NN                                                                                                               0.00159   
couple/NN                                                                                                               0.00159   
couple/NN                                                                                                               0.00159   
couple/NN                                                                                                               0.00159   
couple/NN                                                                                 last/JJ                       8.40795E-5
couple/NN                                                                                 last/JJ                       8.40795E-5
coupling/NN                                                                                                             1.68159E-4
coupling/NN                                                                                                             1.68159E-4
coupling/NN                                                                                                             1.68159E-4
coupling/NN                                                                                                             1.68159E-4
course/NN                                                                                                               0.00168   
course/NN                                                                                                               0.00168   
course/NN                                                                                                               0.00168   
course/NN                                                                                                               0.00168   
course/NN                                                                                                               0.00168   
course/NN                                                                                                               0.00168   
course/NN                                                                                                               0.00168   
course/NN                                                                                                               0.00168   
course/NN                                                                                                               0.00168   
course/NN                                                                                                               0.00168   
course/NN                                                                                                               0.00168   
course/NN                                                                                                               0.00168   
course/NN                                                                                                               0.00168   
course/NN                                                                                                               0.00168   
course/NN                                                                                                               0.00168   
course/NN                                                                                                               0.00168   
course/NN                                                                                                               0.00168   
course/NN                                                                                                               0.00168   
course/NN                                                                                                               0.00168   
course/NN                                                                                                               0.00168   
course/NN                                                                                                               0.00168   
course/NN                                                                                                               0.00168   
course/NN                                                                                                               0.00168   
course/NN                                                                                                               0.00168   
course/NN                                                                                                               0.00168   
course/NN                                                                                                               0.00168   
course/NN                                                                                                               0.00168   
course/NN                                                                                                               0.00168   
course/NN                                                                                                               0.00168   
course/NN                                                                                                               0.00168   
course/NN                                                                                                               0.00168   
course/NN                                                                                                               0.00168   
course/NN                                                                                                               0.00168   
